run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_url	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	ncbi_url	ncbi_free_egress	ncbi_access_type	aws_url	aws_free_egress	aws_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	source_name	strain	genotype	cell type	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR5799523	SRP110978	ImmGen ATAC-seq data	SRX2978990	GSM2692311: MF.LP.SI#2; Mus musculus; ATAC-seq	GSM2692311: MF.LP.SI#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332881		NextSeq 500	NextSeq 500	ILLUMINA	9485338	287716693	9485338	711400350	GSM2692311_r1	MF.SI.LP.rep2.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799523.sralite.1	200115568	2020-03-26 09:19:49	0c4ec671f9c2910b50d63d968f924b68	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799523.sralite.1	worldwide	anonymous	s3://sra-pub-src-5/SRR5799523/MF.SI.LP.rep2.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799523/SRR5799523.zq.1	gs.US	gcp identity	GSM2692311	Small intestine lamina propria	C57BL/6		Macrophage		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799523/SRR5799523_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799523/SRR5799523_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799523/SRR5799523_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799523/SRR5799523_2.fastq.gz
SRR5799524	SRP110978	ImmGen ATAC-seq data	SRX2978991	GSM2692312: DC.103+11b-.SI#1; Mus musculus; ATAC-seq	GSM2692312: DC.103+11b-.SI#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332883		NextSeq 500	NextSeq 500	ILLUMINA	10983950	324884520	10983950	823796250	GSM2692312_r1	DC.103+11b-.SI.rep1.R2.fastq.bz2	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5799524/SRR5799524	226307362	2020-03-26 03:32:13	e5e3acacf0c326c2fdc2ed1f79bff348	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799524.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799524/DC.103%2B11b-.SI.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799524/SRR5799524.zq.1	gs.US	gcp identity	GSM2692312	Small intestine	C57BL/6		Dendritic Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799524/SRR5799524_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799524/SRR5799524_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799524/SRR5799524_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799524/SRR5799524_2.fastq.gz
SRR5799525	SRP110978	ImmGen ATAC-seq data	SRX2978992	GSM2692313: DC.103+11b-.SI#2; Mus musculus; ATAC-seq	GSM2692313: DC.103+11b-.SI#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332884		NextSeq 500	NextSeq 500	ILLUMINA	10880575	324625087	10880575	816043125	GSM2692313_r1	DC.103+11b-.SI.rep2.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799525.sralite.1	225579584	2020-03-26 16:38:56	8766c182ed0f17ee1f3b8ab0f3293622	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799525.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799525/DC.103%2B11b-.SI.rep2.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799525/SRR5799525.zq.1	gs.US	gcp identity	GSM2692313	Small intestine	C57BL/6		Dendritic Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799525/SRR5799525_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799525/SRR5799525_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799525/SRR5799525_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799525/SRR5799525_2.fastq.gz
SRR5799526	SRP110978	ImmGen ATAC-seq data	SRX2978993	GSM2692314: DC.103+11b+.SI#1; Mus musculus; ATAC-seq	GSM2692314: DC.103+11b+.SI#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332885		NextSeq 500	NextSeq 500	ILLUMINA	10046216	303392631	10046216	753466200	GSM2692314_r1	DC.103+11b+.SI.rep1.R2.fastq.bz2	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5799526/SRR5799526	212601219	2020-03-26 16:19:11	16092171d6393e447977f3c8d3d43ab8	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799526.sralite.1	worldwide	anonymous	s3://sra-pub-src-6/SRR5799526/DC.103%2B11b%2B.SI.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799526/SRR5799526.zq.1	gs.US	gcp identity	GSM2692314	Small intestine	C57BL/6		Dendritic Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799526/SRR5799526_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799526/SRR5799526_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799526/SRR5799526_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799526/SRR5799526_2.fastq.gz
SRR5799527	SRP110978	ImmGen ATAC-seq data	SRX2978994	GSM2692315: DC.103+11b+.SI#2; Mus musculus; ATAC-seq	GSM2692315: DC.103+11b+.SI#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332886		NextSeq 500	NextSeq 500	ILLUMINA	10136203	306786870	10136203	760215225	GSM2692315_r1	DC.103+11b+.SI.rep2.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799527.sralite.1	212690974	2020-03-26 13:38:12	133329cca9ae1ec19cc54d164df854f7	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799527.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799527/DC.103%2B11b%2B.SI.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799527/SRR5799527.zq.1	gs.US	gcp identity	GSM2692315	Small intestine	C57BL/6		Dendritic Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799527/SRR5799527_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799527/SRR5799527_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799527/SRR5799527_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799527/SRR5799527_2.fastq.gz
SRR5799528	SRP110978	ImmGen ATAC-seq data	SRX2978995	GSM2692316: MPP3.48+.BM#1; Mus musculus; ATAC-seq	GSM2692316: MPP3.48+.BM#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332887		NextSeq 500	NextSeq 500	ILLUMINA	11234653	334449113	11234653	842598975	GSM2692316_r1	MMP3.48+.BM.rep1.R1.fastq.bz2	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5799528/SRR5799528	231772908	2020-03-26 09:19:44	c5edd6a126590169209a7e94188cfc8c	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799528.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799528/MMP3.48%2B.BM.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799528/SRR5799528.zq.1	gs.US	gcp identity	GSM2692316	Bone marrow	C57BL/6		Stem Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799528/SRR5799528_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799528/SRR5799528_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799528/SRR5799528_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799528/SRR5799528_2.fastq.gz
SRR5799529	SRP110978	ImmGen ATAC-seq data	SRX2978996	GSM2692317: MF.PC#2; Mus musculus; ATAC-seq	GSM2692317: MF.PC#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332888		NextSeq 500	NextSeq 500	ILLUMINA	10784539	324591638	10784539	808840425	GSM2692317_r1	MF.PC.rep2.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799529.sralite.1	224577097	2020-03-26 13:19:10	eda80e7d4de2fcef03e4fb0a935cac76	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799529.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799529/MF.PC.rep2.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799529/SRR5799529.zq.1	gs.US	gcp identity	GSM2692317	Peritoneal cavity	C57BL/6		Macrophage		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799529/SRR5799529_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799529/SRR5799529_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799529/SRR5799529_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799529/SRR5799529_2.fastq.gz
SRR5799530	SRP110978	ImmGen ATAC-seq data	SRX2978997	GSM2692318: MPP4.135+.BM#1; Mus musculus; ATAC-seq	GSM2692318: MPP4.135+.BM#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332889		NextSeq 500	NextSeq 500	ILLUMINA	12001795	356323255	12001795	900134625	GSM2692318_r1	MMP4.135+.BM.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799530.sralite.1	247949084	2020-03-26 11:48:40	4dfbf09c5a03600321a63f47f7d37dd9	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799530.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799530/MMP4.135%2B.BM.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799530/SRR5799530.zq.1	gs.US	gcp identity	GSM2692318	Bone marrow	C57BL/6		Stem Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799530/SRR5799530_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799530/SRR5799530_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799530/SRR5799530_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/000/SRR5799530/SRR5799530_2.fastq.gz
SRR5799531	SRP110978	ImmGen ATAC-seq data	SRX2978998	GSM2692319: MF.Fem.PC#1; Mus musculus; ATAC-seq	GSM2692319: MF.Fem.PC#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332890		NextSeq 500	NextSeq 500	ILLUMINA	12245330	357176004	12245330	918399750	GSM2692319_r1	MF.Fem.PC.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799531.sralite.1	249427251	2020-03-26 20:46:33	6f434ee08077a2af0011c0ecaa29f734	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799531.sralite.1	worldwide	anonymous	s3://sra-pub-src-4/SRR5799531/MF.Fem.PC.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799531/SRR5799531.zq.1	gs.US	gcp identity	GSM2692319	Peritoneal cavity	C57BL/6		Macrophage		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799531/SRR5799531_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799531/SRR5799531_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799531/SRR5799531_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/001/SRR5799531/SRR5799531_2.fastq.gz
SRR5799532	SRP110978	ImmGen ATAC-seq data	SRX2978999	GSM2692320: MF.PC#1; Mus musculus; ATAC-seq	GSM2692320: MF.PC#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332891		NextSeq 500	NextSeq 500	ILLUMINA	12179230	360833192	12179230	913442250	GSM2692320_r1	MF.PC.rep1.R2.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799532.sralite.1	252248394	2020-03-26 07:24:55	f277a2e7effb5ce94e72cf909af14b5d	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799532.sralite.1	worldwide	anonymous	s3://sra-pub-src-6/SRR5799532/MF.PC.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799532/SRR5799532.zq.1	gs.US	gcp identity	GSM2692320	Peritoneal cavity	C57BL/6		Macrophage		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799532/SRR5799532_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799532/SRR5799532_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799532/SRR5799532_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/002/SRR5799532/SRR5799532_2.fastq.gz
SRR5799533	SRP110978	ImmGen ATAC-seq data	SRX2979000	GSM2692321: proB.CLP.BM#1; Mus musculus; ATAC-seq	GSM2692321: proB.CLP.BM#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332892		NextSeq 500	NextSeq 500	ILLUMINA	11789104	344618990	11789104	884182800	GSM2692321_r1	SRR5799533.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799533.sralite.1	222855043	2020-06-13 22:13:41	d95d6145cbb4b695726a003f182eb742	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799533.sralite.1	worldwide	anonymous	s3://sra-pub-zq-1/SRR5799533/SRR5799533.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-5/SRR5799533/SRR5799533.zq.1	gs.US	gcp identity	GSM2692321	Bone marrow	C57BL/6		B Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799533/SRR5799533_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799533/SRR5799533_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799533/SRR5799533_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/003/SRR5799533/SRR5799533_2.fastq.gz
SRR5799534	SRP110978	ImmGen ATAC-seq data	SRX2979001	GSM2692322: T.4.Nve.Fem.Sp#1; Mus musculus; ATAC-seq	GSM2692322: T.4.Nve.Fem.Sp#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332893		NextSeq 500	NextSeq 500	ILLUMINA	10060213	300875712	10060213	754515975	GSM2692322_r1	T.4.Nve.Fem.Sp.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799534.sralite.1	210293621	2020-03-26 12:22:22	cb5dc02e71efda62e8f7cbcda9ea467c	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799534.sralite.1	worldwide	anonymous	s3://sra-pub-src-6/SRR5799534/T.4.Nve.Fem.Sp.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799534/SRR5799534.zq.1	gs.US	gcp identity	GSM2692322	Spleen	C57BL/6		CD4 Naive T Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799534/SRR5799534_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799534/SRR5799534_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799534/SRR5799534_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/004/SRR5799534/SRR5799534_2.fastq.gz
SRR5799535	SRP110978	ImmGen ATAC-seq data	SRX2979002	GSM2692323: T.4.Nve.Fem.Sp#2; Mus musculus; ATAC-seq	GSM2692323: T.4.Nve.Fem.Sp#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332894		NextSeq 500	NextSeq 500	ILLUMINA	9382088	279569086	9382088	703656600	GSM2692323_r1	SRR5799535.sralite	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799535.sralite.1	177318295	2020-06-20 18:31:57	9f5925c066738a486fa20760bff9273d	1	SRA Lite	Primary ETL	1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799535.sralite.1	worldwide	anonymous	s3://sra-pub-zq-9/SRR5799535/SRR5799535.sralite.1	s3.us-east-1	aws identity	gs://sra-pub-zq-7/SRR5799535/SRR5799535.zq.1	gs.US	gcp identity	GSM2692323	Spleen	C57BL/6		CD4 Naive T Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799535/SRR5799535_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799535/SRR5799535_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799535/SRR5799535_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/005/SRR5799535/SRR5799535_2.fastq.gz
SRR5799536	SRP110978	ImmGen ATAC-seq data	SRX2979003	GSM2692324: MF.Fem.PC#2; Mus musculus; ATAC-seq	GSM2692324: MF.Fem.PC#2; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332895		NextSeq 500	NextSeq 500	ILLUMINA	10787522	321444654	10787522	809064150	GSM2692324_r1	MF.Fem.PC.rep2.R1.fastq.bz2	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5799536/SRR5799536	224175390	2020-03-26 11:38:13	38237d8d43b8a95cae4dab3a1e1c4c8c	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799536.sralite.1	worldwide	anonymous	s3://sra-pub-src-5/SRR5799536/MF.Fem.PC.rep2.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799536/SRR5799536.zq.1	gs.US	gcp identity	GSM2692324	Peritoneal cavity	C57BL/6		Macrophage		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799536/SRR5799536_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799536/SRR5799536_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799536/SRR5799536_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/006/SRR5799536/SRR5799536_2.fastq.gz
SRR5799537	SRP110978	ImmGen ATAC-seq data	SRX2979004	GSM2692325: LTHSC.34+.BM#1; Mus musculus; ATAC-seq	GSM2692325: LTHSC.34+.BM#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332896		NextSeq 500	NextSeq 500	ILLUMINA	14294268	417046713	14294268	1072070100	GSM2692325_r1	LTHSC.34+.BM.rep1.R1.fastq.bz2	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799537.sralite.1	288869689	2020-03-26 16:38:58	2a5e52b71ac270ca88b297a1b97ee4d3	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799537.sralite.1	worldwide	anonymous	s3://sra-pub-src-7/SRR5799537/LTHSC.34%2B.BM.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-6/SRR5799537/SRR5799537.zq.1	gs.US	gcp identity	GSM2692325	Bone marrow	C57BL/6		Stem Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799537/SRR5799537_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799537/SRR5799537_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799537/SRR5799537_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/007/SRR5799537/SRR5799537_2.fastq.gz
SRR5799538	SRP110978	ImmGen ATAC-seq data	SRX2979005	GSM2692326: LTHSC.34-.BM#1; Mus musculus; ATAC-seq	GSM2692326: LTHSC.34-.BM#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332897		NextSeq 500	NextSeq 500	ILLUMINA	11143992	337480871	11143992	835799400	GSM2692326_r1	LTHSC.34-.BM.rep1.R2.fastq.bz2	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5799538/SRR5799538	236241556	2020-03-26 07:36:44	cdd99a73bd83716b66ef1261801f6979	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799538.sralite.1	worldwide	anonymous	s3://sra-pub-src-8/SRR5799538/LTHSC.34-.BM.rep1.R2.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-7/SRR5799538/SRR5799538.zq.1	gs.US	gcp identity	GSM2692326	Bone marrow	C57BL/6		Stem Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799538/SRR5799538_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799538/SRR5799538_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799538/SRR5799538_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/008/SRR5799538/SRR5799538_2.fastq.gz
SRR5799539	SRP110978	ImmGen ATAC-seq data	SRX2979006	GSM2692327: STHSC.150-.BM#1; Mus musculus; ATAC-seq	GSM2692327: STHSC.150-.BM#1; Mus musculus; ATAC-seq	10090	Mus musculus		ATAC-seq	GENOMIC	other	PAIRED	SRS2332898		NextSeq 500	NextSeq 500	ILLUMINA	11085173	337906215	11085173	831387975	GSM2692327_r1	STHSC.150-.BM.rep1.R1.fastq.bz2	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5799539/SRR5799539	235148619	2020-03-26 17:37:07	55ab17f3e7e695b9e45d86042a7cdb4d	1	fastq	Original	0	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/799/SRR5799539.sralite.1	worldwide	anonymous	s3://sra-pub-src-4/SRR5799539/STHSC.150-.BM.rep1.R1.fastq.bz2	-	Use Cloud Data Delivery	gs://sra-pub-zq-5/SRR5799539/SRR5799539.zq.1	gs.US	gcp identity	GSM2692327	Bone marrow	C57BL/6		Stem Cell		http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799539/SRR5799539_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799539/SRR5799539_2.fastq.gz		era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799539/SRR5799539_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR579/009/SRR5799539/SRR5799539_2.fastq.gz
